YEAR MON DAY     1       2       3       4       5       6       7       8
1995   1   1   0.55   5.08   5.08   4.99   4.68   4.51   4.49   4.49
1995   1   2   0.54   5.09   5.09   5.01   4.70   4.52   4.50   4.50
1995   1   3   0.52   5.09   5.09   5.03   4.72   4.53   4.51   4.51
1995   1   4   0.53   5.10   5.10   5.06   4.73   4.55   4.53   4.53
1995   1   5   0.53   5.11   5.11   5.08   4.75   4.56   4.54   4.54
1995   1   6   0.48   5.10   5.10   5.09   4.76   4.57   4.55   4.55
1995   1   7   0.45   5.10   5.10   5.10   4.78   4.58   4.56   4.56
1995   1   8   0.43   5.09   5.09   5.09   4.79   4.59   4.57   4.57
1995   1   9   0.42   5.09   5.09   5.09   4.80   4.60   4.58   4.58
1995   1  10   0.44   5.10   5.10   5.10   4.81   4.61   4.59   4.59
1995   1  11   0.44   5.10   5.10   5.10   4.83   4.63   4.61   4.61
1995   1  12   0.44   5.10   5.10   5.10   4.84   4.64   4.62   4.62
1995   1  13   0.50   5.13   5.13   5.13   4.86   4.65   4.64   4.64
1995   1  14   0.59   5.17   5.17   5.16   4.89   4.68   4.66   4.66
1995   1  15   0.53   5.16   5.16   5.16   4.90   4.69   4.67   4.67
1995   1  16   0.47   5.15   5.15   5.15   4.91   4.69   4.67   4.67
1995   1  17   0.50   5.17   5.17   5.17   4.93   4.71   4.69   4.69
1995   1  18   0.62   5.22   5.22   5.21   4.96   4.73   4.71   4.71
1995   1  19   0.68   5.26   5.26   5.25   4.99   4.76   4.73   4.73
1995   1  20   0.60   5.26   5.26   5.26   5.00   4.77   4.74   4.74
1995   1  21   0.53   5.26   5.26   5.26   5.01   4.78   4.75   4.75
1995   1  22   0.52   5.26   5.26   5.26   5.02   4.79   4.76   4.76
1995   1  23   0.53   5.28   5.28   5.28   5.04   4.81   4.77   4.77
1995   1  24   0.56   5.30   5.30   5.30   5.06   4.82   4.79   4.79
1995   1  25   0.61   5.33   5.33   5.33   5.08   4.84   4.81   4.81
1995   1  26   0.61   5.35   5.35   5.35   5.10   4.86   4.82   4.82
1995   1  27   0.62   5.37   5.37   5.37   5.12   4.88   4.84   4.84
1995   1  28   0.71   5.42   5.42   5.41   5.15   4.90   4.87   4.87
1995   1  29   0.79   5.48   5.48   5.46   5.19   4.93   4.90   4.90
1995   1  30   0.81   5.53   5.53   5.50   5.22   4.95   4.92   4.92
1995   1  31   0.77   5.55   5.55   5.53   5.24   4.97   4.94   4.94
1995   2  32   0.69   5.55   5.55   5.55   5.25   4.99   4.95   4.95
1995   2  33   0.71   5.59   5.59   5.58   5.28   5.01   4.97   4.97
1995   2  34   0.74   5.63   5.63   5.62   5.31   5.03   5.00   5.00
1995   2  35   0.72   5.65   5.65   5.65   5.33   5.05   5.02   5.02
1995   2  36   0.73   5.68   5.68   5.68   5.35   5.07   5.04   5.04
1995   2  37   0.73   5.71   5.71   5.71   5.38   5.09   5.06   5.06
1995   2  38   0.70   5.72   5.72   5.72   5.40   5.11   5.08   5.08
1995   2  39   0.68   5.74   5.74   5.74   5.42   5.13   5.11   5.11
1995   2  40   0.66   5.76   5.76   5.76   5.44   5.14   5.12   5.12
1995   2  41   0.63   5.77   5.77   5.77   5.45   5.16   5.14   5.14
1995   2  42   0.64   5.79   5.79   5.79   5.47   5.18   5.16   5.16
1995   2  43   0.65   5.81   5.81   5.81   5.50   5.20   5.19   5.19
1995   2  44   0.64   5.83   5.83   5.83   5.52   5.21   5.21   5.21
1995   2  45   0.62   5.84   5.84   5.84   5.53   5.23   5.22   5.22
1995   2  46   0.55   5.83   5.83   5.83   5.54   5.24   5.24   5.24
1995   2  47   0.54   5.83   5.83   5.83   5.56   5.26   5.25   5.25
1995   2  48   0.58   5.85   5.85   5.85   5.58   5.28   5.27   5.27
1995   2  49   0.61   5.88   5.88   5.88   5.60   5.30   5.30   5.30
1995   2  50   0.62   5.89   5.89   5.89   5.62   5.32   5.32   5.32
1995   2  51   0.60   5.90   5.90   5.90   5.63   5.33   5.33   5.33
1995   2  52   0.55   5.90   5.90   5.90   5.64   5.35   5.34   5.34
1995   2  53   0.52   5.90   5.90   5.90   5.66   5.36   5.36   5.36
1995   2  54   0.51   5.89   5.89   5.89   5.67   5.37   5.37   5.37
1995   2  55   0.50   5.89   5.89   5.89   5.68   5.39   5.39   5.39
1995   2  56   0.51   5.90   5.90   5.90   5.70   5.40   5.40   5.40
1995   2  57   0.54   5.91   5.91   5.91   5.71   5.42   5.42   5.42
1995   2  58   0.55   5.92   5.92   5.92   5.73   5.44   5.44   5.44
1995   2  59   0.54   5.93   5.93   5.93   5.74   5.45   5.45   5.45
1995   3  60   0.57   5.95   5.95   5.95   5.76   5.47   5.47   5.47
1995   3  61   0.63   5.98   5.98   5.98   5.78   5.50   5.50   5.50
1995   3  62   0.68   6.01   6.01   6.01   5.81   5.52   5.52   5.52
1995   3  63   0.69   6.03   6.03   6.03   5.83   5.55   5.55   5.55
1995   3  64   0.66   6.04   6.04   6.04   5.85   5.56   5.56   5.56
1995   3  65   0.71   6.08   6.08   6.08   5.87   5.59   5.59   5.59
1995   3  66   0.76   6.12   6.12   6.12   5.90   5.62   5.62   5.62
1995   3  67   0.71   6.13   6.13   6.13   5.92   5.64   5.64   5.64
1995   3  68   0.73   6.16   6.16   6.16   5.94   5.66   5.66   5.66
1995   3  69   0.75   6.19   6.19   6.19   5.97   5.69   5.69   5.69
1995   3  70   0.80   6.23   6.23   6.23   5.99   5.71   5.71   5.71
1995   3  71   1.02   6.35   6.35   6.31   6.05   5.77   5.77   5.77
1995   3  72   1.24   6.50   6.49   6.41   6.11   5.82   5.82   5.82
1995   3  73   2.03   6.31   6.30   6.21   5.95   5.71   5.71   5.71
1995   3  74   4.90   4.90   4.90   4.90   4.90   4.90   4.90   4.90
1995   3  75   4.74   4.74   4.74   4.74   4.74   4.74   4.74   4.74
1995   3  76   4.52   4.52   4.52   4.52   4.52   4.52   4.52   4.52
1995   3  77   4.37   4.37   4.37   4.37   4.37   4.37   4.37   4.37
1995   3  78   4.30   4.30   4.30   4.30   4.30   4.29   4.29   4.29
1995   3  79   5.46   4.72   4.58   4.50   4.44   4.40   4.38   4.38
