YEAR MON DAY     1       2       3       4       5       6       7       8
1995   1   1   0.52   4.99   4.99   4.75   4.43   4.26   4.18   4.18
1995   1   2   0.51   4.98   4.98   4.76   4.44   4.27   4.19   4.19
1995   1   3   0.49   4.98   4.98   4.77   4.45   4.27   4.19   4.19
1995   1   4   0.50   4.98   4.98   4.79   4.46   4.28   4.20   4.20
1995   1   5   0.49   4.98   4.98   4.80   4.47   4.29   4.20   4.20
1995   1   6   0.45   4.97   4.97   4.81   4.48   4.29   4.21   4.21
1995   1   7   0.43   4.95   4.95   4.82   4.49   4.30   4.21   4.21
1995   1   8   0.40   4.94   4.94   4.82   4.49   4.30   4.21   4.21
1995   1   9   0.40   4.93   4.93   4.83   4.50   4.31   4.22   4.22
1995   1  10   0.41   4.92   4.92   4.84   4.51   4.31   4.22   4.22
1995   1  11   0.42   4.92   4.92   4.85   4.52   4.32   4.23   4.23
1995   1  12   0.42   4.91   4.91   4.86   4.53   4.33   4.23   4.23
1995   1  13   0.48   4.92   4.92   4.88   4.54   4.34   4.24   4.24
1995   1  14   0.58   4.96   4.96   4.90   4.56   4.35   4.25   4.25
1995   1  15   0.52   4.95   4.95   4.91   4.57   4.35   4.25   4.25
1995   1  16   0.46   4.93   4.93   4.91   4.57   4.36   4.26   4.26
1995   1  17   0.47   4.93   4.93   4.92   4.59   4.36   4.26   4.26
1995   1  18   0.55   4.95   4.95   4.94   4.60   4.37   4.27   4.27
1995   1  19   0.59   4.98   4.98   4.96   4.62   4.38   4.28   4.28
1995   1  20   0.52   4.97   4.97   4.96   4.62   4.39   4.28   4.28
1995   1  21   0.46   4.95   4.95   4.95   4.63   4.39   4.29   4.28
1995   1  22   0.45   4.95   4.95   4.95   4.64   4.40   4.29   4.29
1995   1  23   0.45   4.95   4.95   4.95   4.65   4.41   4.29   4.29
1995   1  24   0.47   4.96   4.96   4.96   4.66   4.41   4.30   4.30
1995   1  25   0.51   4.97   4.97   4.97   4.67   4.42   4.31   4.31
1995   1  26   0.52   4.98   4.98   4.98   4.68   4.43   4.31   4.31
1995   1  27   0.53   4.98   4.98   4.98   4.69   4.44   4.32   4.32
1995   1  28   0.60   5.01   5.01   5.01   4.70   4.45   4.33   4.33
1995   1  29   0.67   5.05   5.05   5.03   4.72   4.46   4.34   4.34
1995   1  30   0.69   5.07   5.07   5.05   4.74   4.47   4.35   4.35
1995   1  31   0.66   5.08   5.08   5.07   4.75   4.48   4.35   4.35
1995   2  32   0.59   5.08   5.08   5.08   4.76   4.49   4.36   4.36
1995   2  33   0.61   5.09   5.09   5.09   4.77   4.50   4.37   4.37
1995   2  34   0.64   5.12   5.12   5.11   4.78   4.51   4.38   4.38
1995   2  35   0.62   5.12   5.12   5.12   4.79   4.52   4.38   4.38
1995   2  36   0.63   5.14   5.14   5.14   4.81   4.53   4.39   4.39
1995   2  37   0.63   5.16   5.16   5.16   4.82   4.54   4.40   4.40
1995   2  38   0.61   5.16   5.16   5.16   4.83   4.55   4.41   4.41
1995   2  39   0.58   5.17   5.17   5.17   4.84   4.55   4.41   4.41
1995   2  40   0.52   5.16   5.16   5.16   4.85   4.56   4.42   4.42
1995   2  41   0.46   5.15   5.15   5.15   4.85   4.56   4.42   4.42
1995   2  42   0.44   5.14   5.14   5.14   4.86   4.57   4.43   4.43
1995   2  43   0.43   5.13   5.13   5.13   4.87   4.58   4.43   4.43
1995   2  44   0.42   5.13   5.13   5.13   4.87   4.58   4.44   4.44
1995   2  45   0.42   5.12   5.12   5.12   4.88   4.59   4.44   4.44
1995   2  46   0.38   5.11   5.11   5.11   4.88   4.59   4.45   4.45
1995   2  47   0.37   5.10   5.10   5.10   4.89   4.60   4.45   4.45
1995   2  48   0.39   5.09   5.09   5.09   4.89   4.61   4.46   4.46
1995   2  49   0.41   5.09   5.09   5.09   4.90   4.61   4.47   4.47
1995   2  50   0.41   5.09   5.09   5.09   4.91   4.62   4.47   4.47
1995   2  51   0.40   5.08   5.08   5.08   4.91   4.63   4.48   4.48
1995   2  52   0.37   5.06   5.06   5.06   4.91   4.63   4.48   4.48
1995   2  53   0.35   5.05   5.05   5.05   4.92   4.64   4.49   4.49
1995   2  54   0.34   5.04   5.04   5.04   4.92   4.64   4.49   4.49
1995   2  55   0.33   5.02   5.02   5.02   4.92   4.64   4.49   4.49
1995   2  56   0.34   5.01   5.01   5.01   4.92   4.65   4.50   4.50
1995   2  57   0.35   5.01   5.01   5.01   4.93   4.66   4.51   4.51
1995   2  58   0.37   5.01   5.01   5.01   4.93   4.66   4.51   4.51
1995   2  59   0.38   5.00   5.00   5.00   4.94   4.67   4.52   4.52
1995   3  60   0.39   4.99   4.99   4.99   4.94   4.67   4.52   4.52
1995   3  61   0.41   5.00   5.00   5.00   4.95   4.68   4.53   4.53
1995   3  62   0.43   5.00   5.00   5.00   4.95   4.69   4.54   4.54
1995   3  63   0.43   5.00   5.00   5.00   4.96   4.69   4.55   4.55
1995   3  64   0.41   4.99   4.99   4.99   4.96   4.70   4.55   4.55
1995   3  65   0.46   5.00   5.00   5.00   4.97   4.71   4.56   4.56
1995   3  66   0.49   5.01   5.01   5.01   4.97   4.72   4.57   4.57
1995   3  67   0.45   5.00   5.00   5.00   4.98   4.72   4.58   4.58
1995   3  68   0.45   5.00   5.00   5.00   4.98   4.73   4.58   4.58
1995   3  69   0.45   5.00   5.00   5.00   4.99   4.73   4.59   4.59
1995   3  70   0.46   5.00   5.00   5.00   4.99   4.74   4.60   4.60
1995   3  71   0.48   5.01   5.01   5.01   5.00   4.75   4.61   4.61
1995   3  72   0.49   5.01   5.01   5.01   5.00   4.76   4.61   4.61
1995   3  73   0.50   5.02   5.02   5.02   5.01   4.76   4.62   4.62
1995   3  74   0.50   5.03   5.03   5.03   5.01   4.77   4.63   4.63
1995   3  75   0.49   5.03   5.03   5.03   5.02   4.78   4.64   4.64
1995   3  76   0.47   5.03   5.03   5.03   5.02   4.78   4.64   4.64
1995   3  77   0.48   5.03   5.03   5.03   5.03   4.79   4.65   4.65
1995   3  78   0.54   5.05   5.05   5.04   5.04   4.80   4.66   4.66
1995   3  79   0.67   5.10   5.10   5.08   5.05   4.81   4.68   4.68
1995   3  80   0.73   5.14   5.14   5.11   5.07   4.83   4.69   4.69
1995   3  81   0.72   5.16   5.16   5.13   5.08   4.84   4.70   4.70
1995   3  82   0.77   5.20   5.20   5.16   5.09   4.85   4.71   4.71
1995   3  83   0.90   5.27   5.27   5.20   5.12   4.86   4.73   4.73
1995   3  84   1.00   5.35   5.34   5.25   5.14   4.88   4.74   4.74
1995   3  85   1.08   5.42   5.41   5.30   5.16   4.90   4.76   4.76
1995   3  86   1.17   5.52   5.50   5.35   5.19   4.92   4.78   4.78
1995   3  87   1.25   5.62   5.58   5.40   5.22   4.94   4.80   4.80
1995   3  88   1.24   5.69   5.65   5.44   5.24   4.96   4.82   4.82
1995   3  89   1.25   5.77   5.73   5.49   5.27   4.98   4.83   4.83
1995   3  90   1.27   5.85   5.80   5.54   5.29   4.99   4.85   4.85
1995   4  91   1.34   5.95   5.89   5.59   5.32   5.02   4.87   4.87
1995   4  92   1.41   6.06   5.99   5.65   5.36   5.04   4.89   4.89
1995   4  93   1.50   6.19   6.09   5.72   5.39   5.06   4.91   4.91
1995   4  94   1.48   6.28   6.17   5.77   5.42   5.08   4.92   4.92
1995   4  95   1.50   6.39   6.26   5.83   5.45   5.11   4.94   4.94
1995   4  96   1.41   6.44   6.33   5.87   5.48   5.12   4.95   4.95
